date_str,shadow_S,shadow_gap
20260131,30090.0,-1240.0
20260128,32332.0,362.0
20260127,30815.0,-2425.0
20260126,29672.0,-4948.0
20260125,33077.0,-2983.0
20260124,36025.0,-1535.0
20260121,39959.0,889.0
20260120,40046.0,-14.0
20260119,42165.0,845.0
20260118,41932.0,322.0
20260114,39319.0,-1091.0
20260113,42859.0,779.0
20260112,43031.0,811.0
20260111,41314.0,674.0
20260110,40350.0,610.0
20260106,43675.0,4625.0
20260105,40334.0,2784.0
20260104,37046.0,936.0
20251231,38251.0,1771.0
20251230,35913.0,-537.0
20251229,38720.0,780.0
20251228,40107.0,2177.0
20251227,38898.0,2298.0
20251224,37543.0,2303.0
20251223,35473.0,1543.0
20251222,34392.0,1062.0
20251221,35153.0,1663.0
20251220,34593.0,2053.0
20251217,32755.0,1385.0
20251216,32750.0,1080.0
20251215,32505.0,1185.0
20251214,31368.0,1008.0
20251213,31305.0,1075.0
20251210,30523.0,1133.0
20251207,30263.0,1513.0
20251203,28515.0,375.0
20251202,28609.0,599.0
20260218,29423.0,-427.0
20260217,30103.0,-417.0
20260216,30380.0,20.0
20260215,29933.0,-1157.0
20260214,31622.0,-688.0
20260210,31854.0,-236.0
20260209,31579.0,-1581.0
20260208,33836.0,-584.0
20260207,35237.0,1557.0
20260203,32440.0,50.0
20260202,32847.0,287.0
20260201,32072.0,702.0
20260131,29855.0,-1475.0
20260128,32378.0,408.0
20260127,30903.0,-2337.0
20260126,29768.0,-4852.0
20260125,33107.0,-2953.0
20260124,33360.0,-4200.0
20260121,39918.0,848.0
20260119,42389.0,1069.0
20260118,42097.0,487.0
20260114,39736.0,-674.0
20260113,42418.0,338.0
20260112,43160.0,940.0
20260111,41656.0,1016.0
20260110,40717.0,977.0
20260106,43552.0,4502.0
20260105,40557.0,3007.0
20260104,37285.0,1175.0
20251231,38233.0,1753.0
20251230,35667.0,-783.0
20251229,38903.0,963.0
20251228,40185.0,2255.0
20251227,39446.0,2846.0
20251224,37670.0,2430.0
20251223,35270.0,1340.0
20251222,34730.0,1400.0
20251221,35133.0,1643.0
20251220,34644.0,2104.0
20251217,32664.0,1294.0
20251216,32376.0,706.0
20251215,32412.0,1092.0
20251214,31514.0,1154.0
20251213,31312.0,1082.0
20251210,30661.0,1271.0
20251209,29824.0,834.0
20251208,29667.0,787.0
20251207,29354.0,604.0
20251206,29795.0,745.0
20251203,29413.0,1273.0
20251202,29275.0,1265.0
20251201,28782.0,1122.0
20251109,25169.0,-81.0
20260218,29487.0,-363.0
20260217,30089.0,-431.0
20260216,30290.0,-70.0
20260215,30123.0,-967.0
20260214,31555.0,-755.0
20260210,31823.0,-267.0
20260209,31540.0,-1620.0
20260208,34413.0,-7.0
20260207,34567.0,887.0
20260203,32259.0,-131.0
20260202,32554.0,-6.0
20260201,31938.0,568.0
20260131,30182.0,-1148.0
20260128,32406.0,436.0
20260127,30963.0,-2277.0
20260126,29741.0,-4879.0
20260125,32926.0,-3134.0
20260124,35294.0,-2266.0
20260121,39629.0,559.0
20260120,40022.0,-38.0
20260119,41303.0,-17.0
20260118,42130.0,520.0
20260114,39557.0,-853.0
20260113,42415.0,335.0
20260112,43358.0,1138.0
20260111,41853.0,1213.0
20260110,40690.0,950.0
20260106,43738.0,4688.0
20260105,40718.0,3168.0
20260104,37634.0,1524.0
20251231,38068.0,1588.0
20251230,35942.0,-508.0
20251229,39097.0,1157.0
20251228,40208.0,2278.0
20251227,39916.0,3316.0
20251224,37546.0,2306.0
20251223,35259.0,1329.0
20251222,34762.0,1432.0
20251221,35240.0,1750.0
20251220,34715.0,2175.0
20251217,32941.0,1571.0
20251216,32955.0,1285.0
20251215,32468.0,1148.0
20251214,31582.0,1222.0
20251213,31378.0,1148.0
20251210,30702.0,1312.0
20260218,29549.0,-301.0
20260217,30092.0,-428.0
20260216,30256.0,-104.0
20260215,29954.0,-1136.0
20260214,32005.0,-305.0
20260210,31915.0,-175.0
20260209,31560.0,-1600.0
20260208,34238.0,-182.0
20260207,34876.0,1196.0
20260203,32306.0,-84.0
20260202,32844.0,284.0
20260201,32131.0,761.0
20260131,30257.0,-1073.0
20260128,32346.0,376.0
20260127,31003.0,-2237.0
20260126,29937.0,-4683.0
20260125,33409.0,-2651.0
20260124,35811.0,-1749.0
20260121,39842.0,772.0
20260120,40860.0,800.0
20260119,41932.0,612.0
20260118,42181.0,571.0
20260114,39530.0,-880.0
20260113,42424.0,344.0
20260112,43404.0,1184.0
20260111,42053.0,1413.0
20260110,40877.0,1137.0
20260106,43956.0,4906.0
20260105,40767.0,3217.0
20260104,37713.0,1603.0
20251231,38358.0,1878.0
20251230,36320.0,-130.0
20251229,39459.0,1519.0
20251228,40503.0,2573.0
20251227,39999.0,3399.0
20251224,37814.0,2574.0
20251223,35491.0,1561.0
20251222,34947.0,1617.0
20251221,35284.0,1794.0
20251220,34909.0,2369.0
20251217,32943.0,1573.0
20251216,32852.0,1182.0
20251215,32554.0,1234.0
20251214,31459.0,1099.0
20251213,31279.0,1049.0
20251210,30604.0,1214.0
20251209,30136.0,1146.0
20251208,30246.0,1366.0
20251207,30122.0,1372.0
20251206,29897.0,847.0
20251203,29553.0,1413.0
20251202,29442.0,1432.0
20251201,29367.0,1707.0
20251130,27753.0,1063.0
20251129,27944.0,1334.0
20251126,29345.0,2685.0
20251125,29833.0,3083.0
20260218,29463.0,-387.0
20260217,30435.0,-85.0
20260216,30468.0,108.0
20260215,30345.0,-745.0
20260214,31773.0,-537.0
20260210,31952.0,-138.0
20260209,31589.0,-1571.0
20260208,34449.0,29.0
20260207,34825.0,1145.0
20260203,32866.0,476.0
20260202,32910.0,350.0
20260201,32037.0,667.0
20260131,30476.0,-854.0
20260128,32592.0,622.0
20260127,31132.0,-2108.0
20260126,29963.0,-4657.0
20260125,33484.0,-2576.0
20260124,36018.0,-1542.0
20260121,39779.0,709.0
20260120,41112.0,1052.0
20260119,41825.0,505.0
20260118,42171.0,561.0
20260114,39849.0,-561.0
20260113,42430.0,350.0
20260112,43695.0,1475.0
20260111,42277.0,1637.0
20260110,41492.0,1752.0
20260106,44144.0,5094.0
20260105,40791.0,3241.0
20260104,37913.0,1803.0
20251231,38395.0,1915.0
20251230,36500.0,50.0
20251229,39715.0,1775.0
20251228,40574.0,2644.0
20251227,40036.0,3436.0
20251224,37898.0,2658.0
20251223,35625.0,1695.0
20251222,35238.0,1908.0
20251221,35435.0,1945.0
20251220,34975.0,2435.0
20251217,33003.0,1633.0
20251216,32893.0,1223.0
20251215,32618.0,1298.0
20251214,31416.0,1056.0
20251213,31389.0,1159.0
20251210,30798.0,1408.0
20251209,30572.0,1582.0
20251208,30574.0,1694.0
20251207,30392.0,1642.0
20251206,30422.0,1372.0
20251203,30213.0,2073.0
20260218,29579.0,-271.0
20260217,30526.0,6.0
20260216,30550.0,190.0
20260215,30350.0,-740.0
20260214,32499.0,189.0
20260210,32239.0,149.0
20260209,31560.0,-1600.0
20260208,34977.0,557.0
20260207,35310.0,1630.0
20260203,33354.0,964.0
20260202,33659.0,1099.0
20260201,32466.0,1096.0
20260131,30592.0,-738.0
20260128,32909.0,939.0
20260127,31345.0,-1895.0
20260126,30513.0,-4107.0
20260125,33961.0,-2099.0
20260124,36476.0,-1084.0
20260121,40070.0,1000.0
20260120,41080.0,1020.0
20260119,41965.0,645.0
20260118,42167.0,557.0
20260114,39680.0,-730.0
20260113,42432.0,352.0
20260112,43870.0,1650.0
20260111,42370.0,1730.0
20260110,41405.0,1665.0
20260106,44520.0,5470.0
20260105,41067.0,3517.0
20260104,37924.0,1814.0
20251231,38452.0,1972.0
20251230,36615.0,165.0
20251229,39730.0,1790.0
20251228,40633.0,2703.0
20251227,40126.0,3526.0
20251224,38288.0,3048.0
20260218,29560.0,-290.0
20260217,30539.0,19.0
20260216,30516.0,156.0
20260215,30328.0,-762.0
20260214,32247.0,-63.0
20260210,32225.0,135.0
20260209,31753.0,-1407.0
20260208,34953.0,533.0
20260207,36391.0,2711.0
20260203,33114.0,724.0
20260202,33320.0,760.0
20260201,33250.0,1880.0
20260131,30304.0,-1026.0
20260128,33086.0,1116.0
20260127,31503.0,-1737.0
20260126,30667.0,-3953.0
20260125,35137.0,-923.0
20260124,37828.0,268.0
20260121,41035.0,1965.0
20260120,41335.0,1275.0
20260119,42116.0,796.0
20260118,42294.0,684.0
20260114,39892.0,-518.0
20260113,42398.0,318.0
20260112,43927.0,1707.0
20260111,42160.0,1520.0
20260110,41558.0,1818.0
20260106,44784.0,5734.0
20260105,41122.0,3572.0
20260104,38061.0,1951.0
20251231,38559.0,2079.0
20251230,36517.0,67.0
20251229,39553.0,1613.0
20251228,40503.0,2573.0
20251227,39911.0,3311.0
20251224,37464.0,2224.0
20260218,29649.0,-201.0
20260217,30992.0,472.0
20260216,31188.0,828.0
20260215,31751.0,661.0
20260214,32836.0,526.0
20260210,32389.0,299.0
20260209,31847.0,-1313.0
20260207,35727.0,2047.0
20260203,33050.0,660.0
20260201,33414.0,2044.0
20260131,32441.0,1111.0
20260128,33041.0,1071.0
20260127,31416.0,-1824.0
20260126,30427.0,-4193.0
20260125,36476.0,416.0
20260124,37524.0,-36.0
20260121,40174.0,1104.0
20260120,41448.0,1388.0
20260119,41640.0,320.0
20260118,42296.0,686.0
20260114,40030.0,-380.0
20260113,42225.0,145.0
20260112,44160.0,1940.0
20260218,30641.0,791.0
20260217,30733.0,213.0
20260216,30871.0,511.0
20260131,30985.0,-345.0
20260128,33569.0,1599.0
20260127,32783.0,-457.0
20260126,29777.0,-4843.0
20260125,34760.0,-1300.0
20260124,36431.0,-1129.0
20260121,38862.0,-208.0
20260120,40004.0,-56.0
20260119,44987.0,3667.0
20260118,42124.0,514.0
20260114,41139.0,729.0
20260112,41607.0,-613.0
20250521,28606.0,-474.0
20250510,30900.0,980.0
20250506,30211.0,321.0
20250513,31403.0,313.0
20250510,30072.0,152.0
20250506,30287.0,397.0
20250409,26828.0,838.0
20250408,27542.0,2282.0
20250521,28686.0,-394.0
20250520,29698.0,-272.0
20250519,30850.0,30.0
20250518,31467.0,-23.0
20250517,31453.0,163.0
20250514,31233.0,-177.0
20250513,31283.0,193.0
20250512,31236.0,1036.0
20250511,29875.0,545.0
20250510,30109.0,189.0
20250507,31364.0,584.0
20250506,30280.0,390.0
20250505,29902.0,102.0
20250504,29960.0,-360.0
20250503,30315.0,-935.0
20250430,32733.0,523.0
20250429,31773.0,463.0
20250428,31831.0,221.0
20250427,32362.0,262.0
20250426,33480.0,400.0
20250423,33165.0,785.0
20250422,32845.0,945.0
20250421,33183.0,2063.0
20250420,34356.0,4116.0
20250419,30788.0,1428.0
20250416,29408.0,878.0
20250414,29644.0,1284.0
20250413,29764.0,2224.0
20250412,27682.0,942.0
20250409,27023.0,1033.0
20250408,27592.0,2332.0
20250407,25396.0,866.0
20250406,25684.0,434.0
20250405,26862.0,1112.0
20250330,26666.0,1336.0
20250329,25960.0,1230.0
20250326,25754.0,884.0
20250325,25872.0,1082.0
20250318,24304.0,234.0
20250317,25996.0,1186.0
20250316,26691.0,1631.0
20250521,28600.0,-480.0
20250520,29447.0,-523.0
20250519,30839.0,19.0
20250518,31283.0,-207.0
20250517,31106.0,-184.0
20250514,31339.0,-71.0
20250513,31219.0,129.0
20250512,31113.0,913.0
20250511,29551.0,221.0
20250510,29984.0,64.0
20250507,31173.0,393.0
20250506,30457.0,567.0
20250505,30130.0,330.0
20250504,30001.0,-319.0
20250503,29839.0,-1411.0
20250430,32806.0,596.0
20250429,31613.0,303.0
20250428,31400.0,-210.0
20250427,32448.0,348.0
20250426,33567.0,487.0
20250423,33157.0,777.0
20250422,33156.0,1256.0
20250421,33195.0,2075.0
20250420,33727.0,3487.0
20250419,30817.0,1457.0
20250416,29455.0,925.0
20250415,28954.0,854.0
20250414,29754.0,1394.0
20250413,29917.0,2377.0
20250412,27668.0,928.0
20250409,26985.0,995.0
20250408,27559.0,2299.0
20250407,25534.0,1004.0
20250406,25976.0,726.0
20250405,26719.0,969.0
20250330,26704.0,1374.0
20250329,25726.0,996.0
20250326,25578.0,708.0
20250325,25789.0,999.0
20250318,24200.0,130.0
20250317,25923.0,1113.0
20250316,26657.0,1597.0
20250315,26978.0,2638.0
20250312,25382.0,1742.0
20250311,24999.0,1119.0
20250310,25819.0,1319.0
20250521,28648.0,-432.0
20250520,29688.0,-282.0
20250519,30852.0,32.0
20250518,31239.0,-251.0
20250517,30957.0,-333.0
20250514,31510.0,100.0
20250513,31298.0,208.0
20250512,31203.0,1003.0
20250511,29717.0,387.0
20250510,29989.0,69.0
20250507,31196.0,416.0
20250506,30188.0,298.0
20250505,30434.0,634.0
20250504,30228.0,-92.0
20250503,29919.0,-1331.0
20250430,32749.0,539.0
20250429,31604.0,294.0
20250428,31593.0,-17.0
20250427,32505.0,405.0
20250426,33620.0,540.0
20250423,33384.0,1004.0
20250422,33224.0,1324.0
20250421,32914.0,1794.0
20250420,33597.0,3357.0
20250419,30799.0,1439.0
20250416,29584.0,1054.0
20250415,28773.0,673.0
20250414,29777.0,1417.0
20250413,29978.0,2438.0
20250412,27470.0,730.0
20250409,26933.0,943.0
20250408,27594.0,2334.0
20250407,25560.0,1030.0
20250406,25911.0,661.0
20250405,26589.0,839.0
20250330,26610.0,1280.0
20250329,25542.0,812.0
20250326,25537.0,667.0
20250325,25544.0,754.0
20250318,24012.0,-58.0
20250317,25817.0,1007.0
20250316,26948.0,1888.0
20250312,25297.0,1657.0
20250311,25165.0,1285.0
20250310,26304.0,1804.0
20250309,26420.0,1680.0
20250308,27258.0,1758.0
20250303,27829.0,859.0
20250521,28675.0,-405.0
20250520,29621.0,-349.0
20250519,30747.0,-73.0
20250518,31233.0,-257.0
20250517,30971.0,-319.0
20250514,31471.0,61.0
20250513,31362.0,272.0
20250512,31264.0,1064.0
20250511,29795.0,465.0
20250510,30114.0,194.0
20250507,31226.0,446.0
20250506,30402.0,512.0
20250505,30455.0,655.0
20250504,30442.0,122.0
20250503,30066.0,-1184.0
20250430,32657.0,447.0
20250429,31435.0,125.0
20250428,31516.0,-94.0
20250427,32358.0,258.0
20250426,33577.0,497.0
20250423,33578.0,1198.0
20250422,33464.0,1564.0
20250421,33193.0,2073.0
20250420,33888.0,3648.0
20250419,30941.0,1581.0
20250416,29767.0,1237.0
20250415,29033.0,933.0
20250414,29931.0,1571.0
20250413,30026.0,2486.0
20250412,27547.0,807.0
20250409,27103.0,1113.0
20250408,27738.0,2478.0
20250407,25493.0,963.0
20250406,25849.0,599.0
20250405,26597.0,847.0
20250330,26571.0,1241.0
20250329,25688.0,958.0
20250326,25398.0,528.0
20250325,25445.0,655.0
20250318,23992.0,-78.0
20250317,25765.0,955.0
20250316,26991.0,1931.0
20250315,27507.0,3167.0
20250312,26682.0,3042.0
20250311,25372.0,1492.0
20250310,26215.0,1715.0
20250309,26523.0,1783.0
20250308,27229.0,1729.0
20250305,27991.0,1931.0
20250302,29600.0,1800.0
20250203,27952.0,2922.0
20250521,28725.0,-355.0
20250520,29766.0,-204.0
20250519,30815.0,-5.0
20250518,31243.0,-247.0
20250517,31083.0,-207.0
20250514,31514.0,104.0
20250513,31276.0,186.0
20250512,31195.0,995.0
20250511,29698.0,368.0
20250510,30168.0,248.0
20250507,31221.0,441.0
20250506,30517.0,627.0
20250505,30589.0,789.0
20250504,30404.0,84.0
20250503,30005.0,-1245.0
20250430,32821.0,611.0
20250429,31364.0,54.0
20250428,31494.0,-116.0
20250427,32714.0,614.0
20250426,33711.0,631.0
20250423,33685.0,1305.0
20250422,33523.0,1623.0
20250421,33203.0,2083.0
20250420,33529.0,3289.0
20250419,31105.0,1745.0
20250416,30205.0,1675.0
20250415,29544.0,1444.0
20250414,29997.0,1637.0
20250413,30045.0,2505.0
20250412,27471.0,731.0
20250409,27031.0,1041.0
20250408,27526.0,2266.0
20250407,25258.0,728.0
20250406,25697.0,447.0
20250405,26488.0,738.0
20250330,26610.0,1280.0
20250329,25574.0,844.0
20250326,25459.0,589.0
20250325,25611.0,821.0
20250318,24031.0,-39.0
20250317,25791.0,981.0
20250316,27045.0,1985.0
20250315,27699.0,3359.0
20250312,26362.0,2722.0
20250311,25725.0,1845.0
20250310,26566.0,2066.0
20250309,26774.0,2034.0
20250308,27804.0,2304.0
20250304,29033.0,2563.0
20250303,28677.0,1707.0
20250302,30246.0,2446.0
20250226,29261.0,2441.0
20250225,28658.0,2268.0
20250224,27959.0,2319.0
20250223,27441.0,2541.0
20250219,27429.0,2539.0
20250218,27278.0,2328.0
20250217,27320.0,2520.0
20250216,27068.0,2448.0
20250215,27505.0,2125.0
20250211,28896.0,2736.0
20250205,28939.0,3069.0
20250203,28630.0,3600.0
20250521,28970.0,-110.0
20250520,29864.0,-106.0
20250519,30776.0,-44.0
20250518,31172.0,-318.0
20250517,30903.0,-387.0
20250514,31421.0,11.0
20250513,31224.0,134.0
20250512,31111.0,911.0
20250511,29717.0,387.0
20250510,30227.0,307.0
20250507,31180.0,400.0
20250506,30554.0,664.0
20250505,30570.0,770.0
20250504,30606.0,286.0
20250503,30184.0,-1066.0
20250430,33005.0,795.0
20250429,32057.0,747.0
20250428,32105.0,495.0
20250427,32634.0,534.0
20250426,33723.0,643.0
20250423,33559.0,1179.0
20250422,33396.0,1496.0
20250421,33143.0,2023.0
20250420,33664.0,3424.0
20250419,31121.0,1761.0
20250416,29884.0,1354.0
20250415,29436.0,1336.0
20250414,29873.0,1513.0
20250413,30205.0,2665.0
20250412,27551.0,811.0
20250409,27068.0,1078.0
20250408,27574.0,2314.0
20250405,26399.0,649.0
20250521,29020.0,-60.0
20250520,29890.0,-80.0
20250519,30993.0,173.0
20250518,31441.0,-49.0
20250517,31081.0,-209.0
20250514,31592.0,182.0
20250513,31470.0,380.0
20250512,31144.0,944.0
20250511,29905.0,575.0
20250510,30410.0,490.0
20250507,31319.0,539.0
20250506,30770.0,880.0
20250505,30904.0,1104.0
20250504,31906.0,1586.0
20250503,31575.0,325.0
20250430,35056.0,2846.0
20250429,33520.0,2210.0
20250428,32955.0,1345.0
20250427,32947.0,847.0
20250426,34011.0,931.0
20250423,33813.0,1433.0
20250422,33630.0,1730.0
20250421,33433.0,2313.0
20250419,30129.0,769.0
20250414,30431.0,2071.0
20250412,27593.0,853.0
20250409,27620.0,1630.0
20250408,31856.0,6596.0
20250521,30802.0,1722.0
20250520,30462.0,492.0
20250519,31007.0,187.0
20250513,31866.0,776.0
20250512,31879.0,1679.0
20250507,30972.0,192.0
20250506,29631.0,-259.0
20250505,30542.0,742.0
20250427,31895.0,-205.0
20250514,31013.0,-397.0
20250513,31374.0,284.0
20250512,32033.0,1833.0
20250507,30061.0,-719.0
20250506,29574.0,-316.0
20250505,29591.0,-209.0
20250427,32838.0,738.0
20250519,30689.0,-131.0
20250429,32420.0,1110.0
20250423,33418.0,1038.0
20250629,21006.0,-3684.0
20250629,21030.0,-3660.0
20250628,22322.0,-3128.0
20250610,25920.0,-170.0
20250608,26621.0,201.0
20250607,26154.0,-116.0
20250603,27342.0,272.0
20250601,27791.0,81.0
20250510,31969.0,2049.0
20250503,31281.0,31.0
20250629,21444.0,-3246.0
20250628,23841.0,-1609.0
20250611,26251.0,21.0
20250610,26163.0,73.0
20250608,26478.0,58.0
20250607,26153.0,-117.0
20250603,27427.0,357.0
20250602,28051.0,211.0
20250601,27792.0,82.0
20250531,28693.0,163.0
20250527,28898.0,8.0
20250526,28760.0,360.0
20250525,28165.0,-95.0
20250524,29225.0,235.0
20250521,29280.0,200.0
20250520,30712.0,742.0
20250519,31461.0,641.0
20250518,32126.0,636.0
20250517,31857.0,567.0
20250514,32362.0,952.0
20250513,32330.0,1240.0
20250512,32247.0,2047.0
20250511,30511.0,1181.0
20250510,30991.0,1071.0
20250507,32481.0,1701.0
20250506,31621.0,1731.0
20250505,31032.0,1232.0
20250503,31477.0,227.0
20250430,33515.0,1305.0
20250429,32585.0,1275.0
20250428,32856.0,1246.0
20250427,33484.0,1384.0
20250426,34445.0,1365.0
20250423,34317.0,1937.0
20250422,33967.0,2067.0
20250421,34045.0,2925.0
20250420,35821.0,5581.0
20250419,31914.0,2554.0
20250416,30070.0,1540.0
20250415,29384.0,1284.0
20250414,30617.0,2257.0
20250413,30985.0,3445.0
20250412,28188.0,1448.0
20250409,27530.0,1540.0
20250407,26695.0,2165.0
20250629,21130.0,-3560.0
20250628,23387.0,-2063.0
20250611,26207.0,-23.0
20250610,26234.0,144.0
20250608,26341.0,-79.0
20250607,26182.0,-88.0
20250603,27374.0,304.0
20250602,28021.0,181.0
20250601,27713.0,3.0
20250531,28661.0,131.0
20250528,28912.0,282.0
20250527,29234.0,344.0
20250526,28374.0,-26.0
20250525,27947.0,-313.0
20250524,29278.0,288.0
20250521,29336.0,256.0
20250520,29790.0,-180.0
20250519,31575.0,755.0
20250518,32051.0,561.0
20250517,31873.0,583.0
20250514,32416.0,1006.0
20250513,32318.0,1228.0
20250512,32425.0,2225.0
20250511,30595.0,1265.0
20250510,31135.0,1215.0
20250507,32535.0,1755.0
20250506,31705.0,1815.0
20250505,31102.0,1302.0
20250504,31483.0,1163.0
20250503,31443.0,193.0
20250430,33677.0,1467.0
20250429,32844.0,1534.0
20250428,33081.0,1471.0
20250427,33642.0,1542.0
20250426,34649.0,1569.0
20250423,34467.0,2087.0
20250422,34317.0,2417.0
20250421,34285.0,3165.0
20250420,36014.0,5774.0
20250419,31928.0,2568.0
20250416,30035.0,1505.0
20250415,29681.0,1581.0
20250414,30927.0,2567.0
20250413,31337.0,3797.0
20250412,28307.0,1567.0
20250409,27929.0,1939.0
20250408,28687.0,3427.0
20250407,26811.0,2281.0
20250406,26539.0,1289.0
20250405,27667.0,1917.0
20250330,26956.0,1626.0
20250329,27208.0,2478.0
20250326,25380.0,510.0
20250317,27888.0,3078.0
20250629,21445.0,-3245.0
20250628,23076.0,-2374.0
20250611,26171.0,-59.0
20250610,26256.0,166.0
20250608,26266.0,-154.0
20250607,26107.0,-163.0
20250603,27410.0,340.0
20250602,28031.0,191.0
20250601,27742.0,32.0
20250531,28878.0,348.0
20250528,28891.0,261.0
20250527,29052.0,162.0
20250526,28575.0,175.0
20250525,28149.0,-111.0
20250524,29141.0,151.0
20250521,29731.0,651.0
20250520,30408.0,438.0
20250519,31564.0,744.0
20250518,32076.0,586.0
20250517,31926.0,636.0
20250514,32389.0,979.0
20250513,32331.0,1241.0
20250512,32397.0,2197.0
20250511,30694.0,1364.0
20250510,31198.0,1278.0
20250507,32754.0,1974.0
20250506,31739.0,1849.0
20250505,31439.0,1639.0
20250504,31702.0,1382.0
20250503,31623.0,373.0
20250430,33827.0,1617.0
20250429,33031.0,1721.0
20250428,33247.0,1637.0
20250427,34028.0,1928.0
20250426,34929.0,1849.0
20250423,34886.0,2506.0
20250422,34740.0,2840.0
20250421,34602.0,3482.0
20250420,36150.0,5910.0
20250419,31926.0,2566.0
20250416,30056.0,1526.0
20250415,29557.0,1457.0
20250414,31273.0,2913.0
20250413,31341.0,3801.0
20250629,21514.0,-3176.0
20250628,23134.0,-2316.0
20250611,26132.0,-98.0
20250610,26163.0,73.0
20250608,26339.0,-81.0
20250607,25996.0,-274.0
20250603,27296.0,226.0
20250602,28059.0,219.0
20250601,27834.0,124.0
20250531,29014.0,484.0
20250528,29150.0,520.0
20250527,29642.0,752.0
20250526,29132.0,732.0
20250525,28510.0,250.0
20250524,29620.0,630.0
20250521,29944.0,864.0
20250520,30564.0,594.0
20250519,31511.0,691.0
20250518,32024.0,534.0
20250517,31865.0,575.0
20250514,32256.0,846.0
20250513,32179.0,1089.0
20250512,32322.0,2122.0
20250511,30701.0,1371.0
20250510,31202.0,1282.0
20250507,32690.0,1910.0
20250506,32041.0,2151.0
20250505,31541.0,1741.0
20250504,31805.0,1485.0
20250503,31314.0,64.0
20250430,33693.0,1483.0
20250429,32993.0,1683.0
20250428,33378.0,1768.0
20250427,34055.0,1955.0
20250426,34889.0,1809.0
20250423,34653.0,2273.0
20250422,34648.0,2748.0
20250421,34802.0,3682.0
20250420,36108.0,5868.0
20250419,32145.0,2785.0
20250629,21260.0,-3430.0
20250628,22721.0,-2729.0
20250611,26347.0,117.0
20250610,26248.0,158.0
20250608,26545.0,125.0
20250607,26135.0,-135.0
20250603,27468.0,398.0
20250602,27993.0,153.0
20250601,27881.0,171.0
20250531,28996.0,466.0
20250528,29693.0,1063.0
20250527,30207.0,1317.0
20250526,29148.0,748.0
20250525,28501.0,241.0
20250524,29813.0,823.0
20250521,30320.0,1240.0
20250520,30501.0,531.0
20250519,31519.0,699.0
20250518,31960.0,470.0
20250517,31738.0,448.0
20250514,32236.0,826.0
20250513,32194.0,1104.0
20250512,32284.0,2084.0
20250511,30635.0,1305.0
20250510,31486.0,1566.0
20250507,32805.0,2025.0
20250506,32437.0,2547.0
20250505,32329.0,2529.0
20250504,31718.0,1398.0
20250503,30896.0,-354.0
20250430,33589.0,1379.0
20250429,32987.0,1677.0
20250428,33307.0,1697.0
20250427,34035.0,1935.0
20250426,35194.0,2114.0
20250423,34878.0,2498.0
20250422,34940.0,3040.0
20250421,34969.0,3849.0
20250420,36081.0,5841.0
20250419,31897.0,2537.0
20250416,34096.0,5566.0
20250629,20692.0,-3998.0
20250628,23496.0,-1954.0
20250608,26569.0,149.0
20250602,28552.0,712.0
20250521,31005.0,1925.0
20250520,32407.0,2437.0
20250519,31555.0,735.0
20250518,34059.0,2569.0
20250514,31422.0,12.0
20250513,31553.0,463.0
20250511,31508.0,2178.0
20250430,33910.0,1700.0
20250427,34085.0,1985.0
20250420,34731.0,4491.0
20250629,22878.0,-1812.0
20250628,23730.0,-1720.0
20250608,27010.0,590.0
20250607,27012.0,742.0
20250602,28427.0,587.0
20250525,28331.0,71.0
20250517,31069.0,-221.0
20250513,31326.0,236.0
20250510,31611.0,1691.0
20250507,32522.0,1742.0
20250503,31137.0,-113.0
20250430,33997.0,1787.0
20250429,32671.0,1361.0
20250428,32973.0,1363.0
20250427,34148.0,2048.0
20250426,35355.0,2275.0
20250423,34811.0,2431.0
20250422,34617.0,2717.0
20250421,34146.0,3026.0
20250420,35142.0,4902.0
20250716,20274.0,-156.0
20250715,19590.0,-270.0
20250714,19837.0,-293.0
20250713,20051.0,-199.0
20250712,20554.0,-396.0
20250708,19966.0,-1254.0
20250707,21040.0,-920.0
20250702,20327.0,-2223.0
20250701,22286.0,-954.0
20250528,29660.0,1030.0
20250716,20292.0,-138.0
20250715,19601.0,-259.0
20250714,19949.0,-181.0
20250713,19967.0,-283.0
20250712,20696.0,-254.0
20250709,19727.0,-653.0
20250708,20043.0,-1177.0
20250707,21615.0,-345.0
20250702,20427.0,-2123.0
20250701,19667.0,-3573.0
20250608,28460.0,2040.0
20250603,27476.0,406.0
20250526,28854.0,454.0
20250716,20206.0,-224.0
20250715,19610.0,-250.0
20250714,19899.0,-231.0
20250713,20177.0,-73.0
20250712,20729.0,-221.0
20250709,19671.0,-709.0
20250708,20066.0,-1154.0
20250707,21342.0,-618.0
20250702,20481.0,-2069.0
20250701,20011.0,-3229.0
20250630,21382.0,-2568.0
20250608,26911.0,491.0
20250607,26286.0,16.0
20250601,28997.0,1287.0
20250527,29977.0,1087.0
20250526,29145.0,745.0
20250510,31328.0,1408.0
20250506,31176.0,1286.0
20250505,31371.0,1571.0
20250716,20231.0,-199.0
20250715,19603.0,-257.0
20250714,19874.0,-256.0
20250713,20328.0,78.0
20250712,20557.0,-393.0
20250709,19586.0,-794.0
20250708,20058.0,-1162.0
20250707,21336.0,-624.0
20250702,20504.0,-2046.0
20250701,19702.0,-3538.0
20250628,22529.0,-2921.0
20250610,26616.0,526.0
20250608,27263.0,843.0
20250607,26355.0,85.0
20250603,27955.0,885.0
20250602,28680.0,840.0
