moneyness,iv,option_type,maturity_bucket
2.4063636363636363,1.6120368839416386,call,long
2.351818181818182,1.1189006321311366,call,long
2.340909090909091,0.8321846941997277,call,long
2.2754545454545454,1.0666597051874176,call,long
2.3154545454545454,1.1796669422661037,call,long
2.4481818181818182,2.4532801259357537,call,long
2.3936363636363636,1.83928217302316,call,long
2.3245454545454547,2.3528704486670535,call,long
2.3563636363636364,1.2898966866372719,call,long
2.612727272727273,1.781710321349693,call,long
2.581818181818182,1.7451719654004172,call,long
2.423636363636364,1.273126931075682,call,long
2.2945454545454544,2.7506419439042795,call,long
2.179090909090909,1.5649466756732007,call,long
1.9472727272727273,4.491835581986275,call,long
1.7381818181818183,1.0163849133363594,call,long
2.1225,1.0882655767997176,call,long
2.1841666666666666,1.0784151897804644,call,long
2.17,1.7197333991553714,call,long
2.3558333333333334,0.9436836605709529,call,long
2.036153846153846,1.8450422564511244,call,long
1.9592307692307693,1.028712894647628,call,long
2.0507692307692307,0.7342196587246126,call,long
1.8907142857142858,1.7060158644478385,call,long
1.8478571428571429,1.0421957389807524,call,long
1.8392857142857142,0.6230809083663083,call,long
1.8192857142857144,0.916957990158853,call,long
1.872142857142857,1.8963733187505996,call,long
1.9,2.0036335789098922,call,long
1.9235714285714285,1.9903818649214897,call,long
1.8807142857142858,1.913467188252852,call,long
2.0335714285714284,1.435992483573361,call,long
1.7166666666666666,0.6808067252234746,call,long
1.654375,1.11743961274087,call,long
1.609375,0.9515920717973803,call,long
1.570625,0.7162815093813905,call,long
1.591875,0.8101596576324127,call,long
1.638125,1.1303529353406014,call,long
1.6275,0.8914997205560268,call,long
1.6625,0.6326299177996585,call,long
1.766875,0.7446717166721329,call,long
1.4575,0.6452358041374269,call,long
1.4705555555555556,0.9541078124801848,call,long
1.4305555555555556,0.6564794941662684,call,long
1.3905555555555555,0.68470507966061,call,long
1.415,0.6785305857218664,call,long
1.3235,0.7865349435730561,call,long
1.2935,0.5809568938331199,call,long
1.2875,0.7468418035840927,call,long
1.2515,0.6977343795938494,call,long
1.388,1.195849145727308,call,long
1.333,0.621026222326479,call,long
1.2995,0.7540356505684149,call,long
1.1025,0.1839370545934083,call,long
1.071,0.6053732652787359,call,long
1.046,0.26290682508858293,call,long
1.0115,0.3042289299678623,call,long
0.931,0.3884830282300412,call,long
1.2031818181818181,0.7467986484387503,call,long
1.175909090909091,0.6525045102783389,call,long
1.1704545454545454,0.6042378129240665,call,long
1.1377272727272727,0.5134621052998956,call,long
1.1422727272727273,0.46966950665012563,call,long
1.1577272727272727,0.5349557602090971,call,long
1.1913636363636364,0.6828721800479143,call,long
1.1836363636363636,0.4964416033534856,call,long
1.209090909090909,0.5727031804995734,call,long
1.2240909090909091,0.5094057414804172,call,long
1.3236363636363637,0.6503403254161134,call,long
1.290909090909091,1.2134578092212545,call,long
1.2527272727272727,1.3573153283252137,call,long
1.2195454545454545,1.8074134848594214,call,long
1.184090909090909,1.597211641949174,call,long
1.2536363636363637,0.4908422350837296,call,long
1.2618181818181817,0.9789102221468728,call,long
1.2413636363636364,0.5987382827252339,call,long
1.2045454545454546,0.4042127523025514,call,long
1.06,1.0010787522860458,call,long
1.0204545454545455,1.112711975326281,call,long
1.0022727272727272,0.46844201379642203,call,long
0.9509090909090909,0.3551907719249938,call,long
0.9195454545454546,0.2795893651813617,call,long
1.0575,0.2671164327880051,call,long
1.09,0.4315951198022604,call,long
1.1029166666666668,0.6863398849831694,call,long
1.0779166666666666,0.6102291464597281,call,long
1.0729166666666667,0.6220301533453002,call,long
1.0429166666666667,0.5965116689850519,call,long
1.0470833333333334,0.5709876574410583,call,long
1.06125,0.4963304066394564,call,long
1.085,0.6127179482293991,call,long
1.08,0.591972440653122,call,long
1.1833333333333333,0.9976823076267953,call,long
1.18625,0.6875885383407033,call,long
1.1566666666666667,0.9971313306970819,call,long
0.99875,0.13704814684902153,call,long
0.91875,0.4889385554391168,call,long
0.8925,0.48597693063403724,call,long
0.8716666666666667,0.1422208595532591,call,long
0.9761538461538461,0.3683303017416053,call,long
1.0061538461538462,0.45119089054889155,call,long
1.018076923076923,0.48748717593012697,call,long
0.995,0.45761565449215247,call,long
0.9903846153846154,0.5260185720187741,call,long
0.9626923076923077,0.5631733304970665,call,long
0.9665384615384616,0.5684913347785142,call,long
0.9796153846153847,0.47224643397783045,call,long
1.008076923076923,0.6726091109658512,call,long
1.023076923076923,0.5702215178471921,call,long
0.8480769230769231,0.7568890426589535,call,long
0.8,0.3674460168545747,call,long
0.9064285714285715,0.3786838610899512,call,long
0.9342857142857143,0.49581297360126747,call,long
0.9453571428571429,0.6423049822059366,call,long
0.9239285714285714,0.5652830029914123,call,long
0.9196428571428571,0.5055028303134629,call,long
0.8939285714285714,0.45202484205209253,call,long
0.8975,0.6082982358944607,call,long
0.9096428571428572,0.5301374576475986,call,long
0.9360714285714286,0.6927761596801899,call,long
0.93,0.7465127629025556,call,long
0.9617857142857142,0.562571194529653,call,long
0.9403571428571429,0.7605883273110554,call,long
0.9257142857142857,0.6242389570171216,call,long
0.9575,0.5723902269617624,call,long
0.9957142857142857,0.3543583221992277,call,long
0.9153571428571429,0.6217051773374112,call,long
0.9557142857142857,0.611711970243925,call,long
1.009642857142857,0.5618083232366868,call,long
1.0167857142857142,0.5309156418547201,call,long
0.9914285714285714,0.6015392051185754,call,long
0.9753571428571428,0.8259789558800934,call,long
0.9289285714285714,0.9021362201193553,call,long
0.9464285714285714,0.7546692022218396,call,long
0.9521428571428572,0.7260079257069041,call,long
0.9282142857142858,0.502888637545299,call,long
0.9014285714285715,0.6282161406908822,call,long
0.8560714285714286,0.26241714440245767,call,long
0.8089285714285714,0.5438375036545037,call,long
0.8017857142857143,0.4123389955647093,call,long
0.8028571428571428,0.37888193276904847,call,long
0.7032142857142857,0.6355775861082889,call,long
0.846,0.48027921657693984,call,long
0.872,0.4035183429838173,call,long
