moneyness_bucket,parity_basis
itm,1794.0
itm,2369.0
atm,1573.0
itm,1182.0
atm,1234.0
atm,1099.0
atm,1049.0
atm,1214.0
atm,1146.0
atm,1366.0
atm,1372.0
atm,847.0
otm,1413.0
otm,1432.0
otm,1707.0
otm,1063.0
otm,1334.0
otm,2685.0
otm,3083.0
otm,-387.0
otm,-85.0
otm,108.0
otm,-745.0
atm,-537.0
otm,-138.0
atm,-1571.0
atm,29.0
atm,1145.0
atm,476.0
atm,350.0
otm,667.0
otm,-854.0
otm,622.0
atm,-2108.0
atm,-4657.0
itm,-2576.0
itm,-1542.0
itm,709.0
deep_itm,1052.0
deep_itm,505.0
deep_itm,561.0
deep_itm,-561.0
deep_itm,350.0
deep_itm,1475.0
deep_itm,1637.0
deep_itm,1752.0
deep_itm,2762.0
itm,5094.0
itm,3241.0
itm,1803.0
itm,1915.0
itm,50.0
itm,1775.0
itm,2644.0
itm,3436.0
atm,2658.0
atm,1695.0
atm,1908.0
atm,1945.0
atm,2435.0
otm,1633.0
otm,1223.0
otm,1298.0
otm,1056.0
otm,1159.0
otm,1408.0
otm,1582.0
deep_otm,1694.0
deep_otm,1642.0
otm,1372.0
deep_otm,2073.0
deep_otm,-271.0
deep_otm,6.0
deep_otm,190.0
deep_otm,-740.0
otm,189.0
deep_otm,149.0
otm,-1600.0
otm,557.0
otm,1630.0
otm,964.0
otm,1099.0
deep_otm,1096.0
deep_otm,-738.0
deep_otm,939.0
otm,-1895.0
otm,-4107.0
otm,-2099.0
atm,-1084.0
atm,1000.0
itm,1020.0
itm,645.0
itm,557.0
itm,-730.0
itm,352.0
itm,1650.0
itm,1730.0
atm,1665.0
itm,2951.0
atm,5470.0
atm,3517.0
atm,1814.0
atm,1972.0
atm,165.0
atm,1790.0
atm,2703.0
atm,3526.0
otm,3048.0
deep_otm,-290.0
deep_otm,19.0
deep_otm,156.0
deep_otm,-762.0
deep_otm,-63.0
deep_otm,135.0
deep_otm,-1407.0
deep_otm,533.0
deep_otm,2711.0
deep_otm,724.0
deep_otm,760.0
deep_otm,1880.0
deep_otm,-1026.0
deep_otm,1116.0
deep_otm,-1737.0
deep_otm,-3953.0
otm,-923.0
otm,268.0
otm,1965.0
atm,1275.0
atm,796.0
atm,684.0
atm,-518.0
atm,318.0
atm,1707.0
atm,1520.0
otm,1818.0
atm,3026.0
otm,5734.0
otm,3572.0
otm,1951.0
otm,2079.0
otm,67.0
otm,1613.0
otm,2573.0
otm,3311.0
deep_otm,2224.0
deep_otm,-201.0
deep_otm,472.0
deep_otm,828.0
deep_otm,661.0
deep_otm,526.0
deep_otm,299.0
deep_otm,-1313.0
deep_otm,2047.0
deep_otm,660.0
deep_otm,2044.0
deep_otm,1111.0
deep_otm,1071.0
deep_otm,-1824.0
deep_otm,-4193.0
deep_otm,416.0
deep_otm,-36.0
deep_otm,1104.0
otm,1388.0
otm,320.0
otm,686.0
otm,-380.0
otm,145.0
otm,1940.0
deep_otm,791.0
deep_otm,213.0
deep_otm,511.0
deep_otm,-345.0
deep_otm,1599.0
deep_otm,-457.0
deep_otm,-4843.0
deep_otm,-1300.0
deep_otm,-1129.0
deep_otm,-208.0
deep_otm,-56.0
deep_otm,3667.0
deep_otm,514.0
deep_otm,729.0
deep_otm,-613.0
deep_itm,-474.0
deep_itm,980.0
deep_itm,321.0
deep_itm,313.0
deep_itm,152.0
deep_itm,397.0
deep_itm,838.0
deep_itm,2282.0
deep_itm,-394.0
deep_itm,-272.0
deep_itm,30.0
deep_itm,-23.0
deep_itm,163.0
deep_itm,-177.0
deep_itm,193.0
deep_itm,1036.0
deep_itm,545.0
deep_itm,189.0
deep_itm,584.0
deep_itm,390.0
deep_itm,102.0
deep_itm,-360.0
deep_itm,-935.0
deep_itm,523.0
deep_itm,463.0
deep_itm,221.0
deep_itm,262.0
deep_itm,400.0
deep_itm,785.0
deep_itm,945.0
deep_itm,2063.0
deep_itm,4116.0
deep_itm,1428.0
deep_itm,878.0
deep_itm,1284.0
deep_itm,2224.0
deep_itm,942.0
deep_itm,1033.0
deep_itm,2332.0
